StockCode,Description,TotalQtySold,DaysWithSales,StdDevOnSaleDays,AvgDailyDemand,AvgDailyDemand_ActiveDays,Safety_Stock,ReorderPoint,SimulatedDaysOfStock,CurrentStock,ReorderFlag,TotalRevenue_x,TotalRevenue_y,TotalRevenue,CumulativeRevenue,CumulativeRevenuePercent,ABC_Category
21485,RED SPOT HEART HOT WATER BOTTLE,2467,162,20.240870863399017,3.3382949932341,15.228395061728396,88.0,111.0,4,13.3531799729364,Reorder Now,38840.8,38840.8,38840.8,8650136.840000004,31.381227493340862,A
22629,SPACEBOY LUNCH BOX ,21223,405,79.73895214346486,28.718538565629228,52.40246913580247,348.0,549.0,6,172.31123139377536,Reorder Now,38750.2,38750.2,38750.2,8688887.040000003,31.52180663840008,A
21166,COOK WITH WINE METAL SIGN ,20128,464,73.46119354885745,27.23680649526387,43.37931034482759,321.0,512.0,6,163.42083897158324,Reorder Now,38560.16,38560.16,38560.16,8727447.200000003,31.661696350611805,A
23284,DOORMAT KEEP CALM AND COME IN,5491,144,70.06063772497689,7.430311231393776,38.13194444444444,306.0,358.0,3,22.290933694181327,Reorder Now,38166.64,38166.64,38166.64,8765613.840000004,31.800158439090914,A
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,7493,262,53.369560966240186,10.139377537212448,28.59923664122137,233.0,304.0,4,40.55751014884979,Reorder Now,38158.39,38158.39,38158.39,8803772.230000004,31.93859059797103,A
20712,JUMBO BAG WOODLAND ANIMALS,17957,494,53.72366405101618,24.299052774018943,36.3502024291498,235.0,405.0,9,218.6914749661705,Reorder Now,38029.89,38029.89,38029.89,8841802.120000005,32.07655658067296,A
22727,ALARM CLOCK BAKELIKE RED ,9595,348,57.47850629535543,12.983761840324764,27.57183908045977,251.0,342.0,6,77.90257104194859,Reorder Now,37970.11,37970.11,37970.11,8879772.230000004,32.21430569168669,A
21524,SPOTTY  HOME SWEET HOME DOORMAT,666,45,30.79226585302933,0.9012178619756428,14.8,134.0,140.0,13,11.715832205683355,Reorder Now,36667.33,36667.33,36667.33,8916439.560000004,32.34732853809792,A
21524,DOOR MAT SPOTTY HOME SWEET HOME,1773,112,35.47055329738531,2.3991880920162383,15.830357142857142,155.0,172.0,7,16.794316644113668,Reorder Now,36667.33,36667.33,36667.33,8953106.890000004,32.48035138450914,A
21524,DOORMAT SPOTTY HOME SWEET HOME,2903,348,12.725239558421114,3.928281461434371,8.341954022988507,56.0,83.0,1,3.928281461434371,Reorder Now,36667.33,36667.33,36667.33,8989774.220000004,32.613374230920364,A
21755,LOVE BUILDING BLOCK WORD,5774,548,9.159591537577974,7.813261163734777,10.536496350364963,40.0,95.0,7,54.69282814614344,Reorder Now,35641.99,35641.99,35641.99,9025416.210000005,32.74267731793435,A
20724,RED SPOTTY CHARLOTTE BAG,11571,236,53.64964326874247,15.657645466847091,49.02966101694916,234.0,344.0,14,219.2070365358593,Reorder Now,35595.63,35595.63,35595.63,9061011.840000005,32.87181221874117,A
20724,RED RETROSPOT CHARLOTTE BAG,20916,341,61.59025460079364,28.30311231393776,61.33724340175953,269.0,467.0,8,226.42489851150208,Reorder Now,35595.63,35595.63,35595.63,9096607.470000006,33.00094711954799,A
22379,RECYCLING BAG RETROSPOT ,16075,511,67.8919967763271,21.75236806495264,31.45792563600783,296.0,448.0,4,87.00947225981056,Reorder Now,35408.96,35408.96,35408.96,9132016.430000007,33.12940481329502,A
84997B,CHILDRENS CUTLERY RETROSPOT RED ,2634,153,33.42941132888322,3.564276048714479,17.215686274509803,146.0,171.0,1,3.564276048714479,Reorder Now,34987.06,34987.06,34987.06,9167003.490000008,33.256331925488915,A
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2545,106,37.82125763641869,3.4438430311231394,24.00943396226415,165.0,189.0,4,13.775372124492558,Reorder Now,34987.06,34987.06,34987.06,9201990.550000008,33.383259037682805,A
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,4209,219,28.70663697929108,5.695534506089309,19.21917808219178,125.0,165.0,13,74.04194857916102,Reorder Now,34987.06,34987.06,34987.06,9236977.610000009,33.510186149876695,A
21479,WHITE SKULL HOT WATER BOTTLE ,6872,231,50.0501243202833,9.299052774018945,29.748917748917748,218.0,283.0,11,102.2895805142084,Reorder Now,34617.93,34617.93,34617.93,9271595.540000008,33.635774121116064,A
22384,LUNCH BAG PINK POLKADOT,11987,347,41.52845871620576,16.220568335588634,34.544668587896254,181.0,295.0,5,81.10284167794318,Reorder Now,34506.66,34506.66,34506.66,9306102.200000009,33.76095842369126,A
22384,LUNCH BAG PINK POLKADOTS,10,1,0.0,0.013531799729364,10.0,0.0,0.0,15,0.20297699594046,OK,34506.66,34506.66,34506.66,9340608.860000009,33.88614272626645,A
22384,LUNCH BAG PINK RETROSPOT,8932,199,44.01998752337735,12.08660351826793,44.88442211055276,192.0,277.0,17,205.4722598105548,Reorder Now,34506.66,34506.66,34506.66,9375115.520000009,34.011327028841635,A
22384,LUNCHBAG PINK RETROSPOT,108,7,11.77365905821328,0.1461434370771312,15.428571428571429,51.0,52.0,3,0.4384303112313936,Reorder Now,34506.66,34506.66,34506.66,9409622.180000009,34.13651133141683,A
22666,RECIPE BOX PANTRY YELLOW DESIGN,10951,414,48.56444094700336,14.818673883626522,26.45169082125604,212.0,316.0,7,103.73071718538566,Reorder Now,34489.05,34489.05,34489.05,9444111.23000001,34.26163174790254,A
22382,LUNCHBAG SPACEBOY DESIGN ,644,20,34.40410012285103,0.871447902571042,32.2,150.0,156.0,4,3.485791610284168,Reorder Now,34436.39,34436.39,34436.39,9478547.62000001,34.38656112285096,A
22382,LUNCH BAG SPACEBOY DESIGN ,19814,533,38.18747710785563,26.81190798376184,37.17448405253283,167.0,355.0,19,509.426251691475,OK,34436.39,34436.39,34436.39,9512984.010000011,34.51149049779937,A
AMAZONFEE,AMAZON FEE,4,3,0.5773502691896257,0.0054127198917456,1.3333333333333333,3.0,3.0,3,0.0162381596752368,Reorder Now,34009.13,34009.13,34009.13,9546993.140000012,34.63486984602488,A
22630,DOLLY GIRL LUNCH BOX,18363,406,80.71507113762242,24.848443843031124,45.22906403940887,352.0,526.0,15,372.7266576454669,Reorder Now,33980.0,33980.0,33980.0,9580973.140000012,34.758143515557215,A
22726,ALARM CLOCK BAKELIKE GREEN,7954,308,33.78136894082879,10.76319350473613,25.82467532467533,147.0,222.0,5,53.81596752368065,Reorder Now,33737.59,33737.59,33737.59,9614710.730000012,34.88053776277552,A
22865,HAND WARMER OWL DESIGN,15557,195,93.86471724809893,21.051420838971584,79.77948717948718,410.0,557.0,3,63.15426251691476,Reorder Now,33575.51,33575.51,33575.51,9648286.240000011,35.00234401127816,A
22188,BLACK HEART CARD HOLDER,12484,328,238.1700159870112,16.893098782138026,38.0609756097561,1040.0,1158.0,14,236.5033829499324,Reorder Now,33201.0,33201.0,33201.0,9681487.240000011,35.12279160109992,A
15036,ASSORTED COLOURS SILK FAN,44365,433,214.31666570930216,60.03382949932341,102.459584295612,936.0,1356.0,12,720.4059539918809,Reorder Now,33041.55,33041.55,33041.55,9714528.790000012,35.242660733399404,A
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,3975,217,32.40335058605723,5.378890392422192,18.317972350230416,141.0,179.0,18,96.82002706359944,Reorder Now,32992.01,32992.01,32992.01,9747520.800000012,35.36235014299175,A
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2307,109,46.11429314886845,3.121786197564276,21.165137614678898,201.0,223.0,6,18.730717185385657,Reorder Now,32992.01,32992.01,32992.01,9780512.810000012,35.48203955258409,A
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2583,141,43.02180828186962,3.4952638700947225,18.31914893617021,188.0,212.0,3,10.485791610284169,Reorder Now,32992.01,32992.01,32992.01,9813504.820000011,35.60172896217643,A
22385,JUMBO BAG SPACEBOY DESIGN,17227,460,60.38240249932438,23.311231393775373,37.45,264.0,427.0,12,279.73477672530447,Reorder Now,32749.37,32749.37,32749.37,9846254.19000001,35.720538115053785,A
22077,6 RIBBONS RUSTIC CHARM,17569,507,38.605763136325365,23.77401894451962,34.65285996055227,169.0,335.0,14,332.8362652232747,Reorder Now,32213.59,32213.59,32213.59,9878467.78000001,35.837403549077045,A
22622,BOX OF VINTAGE ALPHABET BLOCKS,3242,300,25.133142895286127,4.387009472259811,10.806666666666668,110.0,141.0,19,83.3531799729364,Reorder Now,32163.94,32163.94,32163.94,9910631.72000001,35.95408886133185,A
85152,HAND OVER THE CHOCOLATE   SIGN ,16645,513,51.79355005973196,22.523680649526387,32.446393762183234,226.0,384.0,1,22.523680649526387,Reorder Now,32064.760000000002,32064.760000000002,32064.760000000002,9942696.48000001,36.07041436538935,A
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7343,361,33.36552992622202,9.93640054127199,20.34072022160665,146.0,216.0,12,119.23680649526388,Reorder Now,32054.49,32054.49,32054.49,9974750.97000001,36.1867026116309,A
48184,DOORMAT ENGLISH ROSE ,3293,278,35.31755625036509,4.456021650879567,11.845323741007194,154.0,185.0,11,49.01623815967524,Reorder Now,31603.65,31603.65,31603.65,10006354.62000001,36.30135528691389,A
48184,DOOR MAT ENGLISH ROSE ,1484,143,16.820847308214184,2.0081190798376185,10.377622377622378,73.0,87.0,17,34.13802435723952,Reorder Now,31603.65,31603.65,31603.65,10037958.27000001,36.41600796219687,A
22697,TEACUP AND SAUCER REGENCY GREEN,174,12,19.05255888325765,0.2354533152909337,14.5,83.0,85.0,8,1.8836265223274693,Reorder Now,31534.920000000002,31534.920000000002,31534.920000000002,10069493.19000001,36.530411296711556,A
22697,GREEN REGENCY TEACUP AND SAUCER,9938,381,28.09342086006868,13.447902571041949,26.08398950131233,123.0,217.0,4,53.7916102841678,Reorder Now,31534.920000000002,31534.920000000002,31534.920000000002,10101028.11000001,36.64481463122624,A
22659,LUNCH BOX I LOVE LONDON,16868,391,88.03290852372447,22.82543978349121,43.14066496163683,384.0,544.0,8,182.60351826792967,Reorder Now,31203.02,31203.02,31203.02,10132231.13000001,36.758013888904024,A
22659,LUNCHBOX I LOVE LONDON,1,1,0.0,0.0013531799729364,1.0,0.0,0.0,14,0.0189445196211096,OK,31203.02,31203.02,31203.02,10163434.15000001,36.87121314658181,A
23245,SET OF 3 REGENCY CAKE TINS,6357,156,62.591829313211456,8.602165087956699,40.75,273.0,333.0,6,51.6129905277402,Reorder Now,31177.95,31177.95,31177.95,10194612.100000009,36.98432145455697,A
85014B,RED RETROSPOT UMBRELLA,2745,245,25.750202602924688,3.714479025710419,11.20408163265306,112.0,138.0,9,33.43031123139377,Reorder Now,31123.93,31123.93,31123.93,10225736.030000009,37.097233787145775,A
85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3457,184,75.01609057616524,4.677943166441136,18.78804347826087,327.0,360.0,15,70.16914749661704,Reorder Now,31123.93,31123.93,31123.93,10256859.960000008,37.21014611973459,A
22501,PICNIC BASKET WICKER LARGE,2643,290,17.02057017529066,3.5764546684709067,9.113793103448277,74.0,99.0,15,53.6468200270636,Reorder Now,30828.29,30828.29,30828.29,10287688.250000007,37.32198592060884,A
22752,SET 7 BABUSHKA NESTING BOXES,3781,289,31.17847408471816,5.11637347767253,13.08304498269896,136.0,172.0,1,5.11637347767253,Reorder Now,30804.75,30804.75,30804.75,10318493.000000007,37.433740322360656,A
20679,EDWARDIAN PARASOL RED,6259,385,58.58290828268213,8.469553450608931,16.257142857142856,256.0,315.0,14,118.57374830852504,Reorder Now,30667.32,30667.32,30667.32,10349160.320000008,37.544996151410764,A
22158,3 HEARTS HANGING DECORATION RUSTIC,9443,246,69.42811031616802,12.77807848443843,38.386178861788615,303.0,392.0,7,89.44654939106901,Reorder Now,30498.18,30498.18,30498.18,10379658.500000007,37.655638369264146,A
21217,RED RETROSPOT ROUND CAKE TINS,1469,246,11.040704061586986,1.9878213802435725,5.971544715447155,48.0,62.0,12,23.85385656292287,Reorder Now,30483.03,30483.03,30483.03,10410141.530000007,37.76622562549029,A
21217,RED SPOTTY ROUND CAKE TINS,1492,211,8.26983435352305,2.018944519621109,7.071090047393365,36.0,50.0,14,28.26522327469553,Reorder Now,30483.03,30483.03,30483.03,10440624.560000006,37.87681288171644,A
23199,JUMBO BAG APPLES,14920,198,109.46040362641244,20.189445196211096,75.35353535353535,478.0,619.0,15,302.8416779431665,Reorder Now,30475.65,30475.65,30475.65,10471100.210000006,37.98737336455586,A
22866,HAND WARMER SCOTTY DOG DESIGN,13772,177,93.58878468545724,18.63599458728011,77.80790960451978,409.0,539.0,8,149.08795669824087,Reorder Now,30426.54,30426.54,30426.54,10501526.750000006,38.09775568465511,A
82483,WOOD 2 DRAWER CABINET WHITE FINISH,5103,451,14.036562610683095,6.905277401894452,11.314855875831483,61.0,109.0,17,117.38971583220568,OK,30213.89,30213.89,30213.89,10531740.640000006,38.207366546666485,A
47590B,PINK HAPPY BIRTHDAY BUNTING,5778,423,28.00037993663201,7.818673883626523,13.659574468085106,122.0,177.0,3,23.456021650879567,Reorder Now,29587.43,29587.43,29587.43,10561328.070000006,38.31470471818301,A
22867,HAND WARMER BIRD DESIGN,13453,183,98.82351112365755,18.2043301759134,73.51366120218579,431.0,558.0,12,218.45196211096084,Reorder Now,29541.020000000004,29541.020000000004,29541.020000000004,10590869.090000005,38.42187452210085,A
22467,GUMBALL COAT RACK,12298,378,43.52577982121897,16.641407307171853,32.53439153439153,190.0,306.0,14,232.979702300406,Reorder Now,29139.100000000002,29139.100000000002,29139.100000000002,10620008.190000005,38.52758622851256,A
22492,MINI PAINT SET VINTAGE ,44405,358,216.0720294878148,60.08795669824087,124.03631284916202,943.0,1364.0,18,1081.5832205683355,Reorder Now,29046.19,29046.19,29046.19,10649054.380000005,38.6329608732222,A
22492,MINI PAINT SET VINTAGE  BOY+ GIRL,1260,13,156.49625210552782,1.7050067658998649,96.92307692307692,683.0,695.0,13,22.165087956698244,Reorder Now,29046.19,29046.19,29046.19,10678100.570000004,38.73833551793185,A
20971,PINK BLUE FELT CRAFT TRINKET BOX,22629,473,165.25643342320845,30.621109607577807,47.8414376321353,721.0,935.0,7,214.34776725304465,Reorder Now,29027.46,29027.46,29027.46,10707128.030000005,38.84364221338221,A
23355,HOT WATER BOTTLE KEEP CALM,5841,94,55.15931979740566,7.903924221921516,62.13829787234042,241.0,296.0,10,79.03924221921515,Reorder Now,28842.55,28842.55,28842.55,10735970.580000006,38.94827808675391,A
48188,DOOR MAT WELCOME PUPPIES,1459,132,31.659282105236084,1.9742895805142084,11.053030303030305,138.0,152.0,15,29.614343707713125,Reorder Now,28798.14,28798.14,28798.14,10764768.720000006,39.05275284818729,A
48188,DOORMAT WELCOME PUPPIES,3433,258,51.04643533698426,4.645466847090663,13.306201550387597,223.0,256.0,19,88.2638700947226,Reorder Now,28798.14,28798.14,28798.14,10793566.860000007,39.15722760962067,A
84978,HANGING HEART JAR T-LIGHT HOLDER,21903,527,45.37515244672775,29.63870094722598,41.56166982922201,198.0,405.0,9,266.74830852503385,Reorder Now,28734.82,28734.82,28734.82,10822301.680000007,39.261472656847026,A
22835,HOT WATER BOTTLE I AM SO POORLY,5566,269,27.973027409317613,7.531799729364005,20.6914498141264,122.0,175.0,18,135.5723951285521,Reorder Now,28659.98,28659.98,28659.98,10850961.660000008,39.36544619726267,A
82583,HOT BATHS METAL SIGN,13090,471,48.7577949980074,17.713125845737483,27.791932059447984,213.0,337.0,5,88.56562922868741,Reorder Now,28496.81,28496.81,28496.81,10879458.470000008,39.46882778462777,A
21977,PACK OF 60 PINK PAISLEY CAKE CASES,56794,565,179.31196820942228,76.85250338294993,100.52035398230088,783.0,1321.0,1,76.85250338294993,Reorder Now,28490.98,28490.98,28490.98,10907949.450000009,39.57218822174291,A
20719,WOODLAND CHARLOTTE BAG,24945,535,54.70022549996416,33.75507442489851,46.62616822429906,239.0,475.0,18,607.5913396481732,OK,28287.32,28287.32,28287.32,10936236.770000009,39.67480981496351,A
22961,JAM MAKING SET PRINTED,18086,291,85.77816913569877,24.47361299052774,62.15120274914089,374.0,545.0,6,146.84167794316645,Reorder Now,28242.89,28242.89,28242.89,10964479.66000001,39.777270223689186,A
22624,IVORY KITCHEN SCALES,3258,410,8.704159631770468,4.408660351826793,7.946341463414634,38.0,69.0,11,48.49526387009472,Reorder Now,28227.77,28227.77,28227.77,10992707.430000009,39.879675779622524,A
21930,JUMBO STORAGE BAG SKULLS,13657,514,36.27101739574531,18.480378890392423,26.57003891050584,158.0,287.0,7,129.36265223274697,Reorder Now,27923.57,27923.57,27923.57,11020631.00000001,39.98097774961498,A
72741,GRAND CHOCOLATECANDLE,20178,442,77.32615413385327,27.30446549391069,45.65158371040724,338.0,529.0,11,300.3491204330176,Reorder Now,27915.13,27915.13,27915.13,11048546.13000001,40.0822491007207,A
23201,JUMBO BAG ALPHABET,13379,198,90.55605185978196,18.104194857916102,67.57070707070707,395.0,522.0,13,235.3545331529093,Reorder Now,27890.170000000002,27890.170000000002,27890.170000000002,11076436.30000001,40.18342990118512,A
20750, RED/WHITE DOT MINI CASES,492,65,8.396370552895963,0.6657645466847091,7.569230769230769,37.0,42.0,13,8.654939106901217,Reorder Now,27562.87,27562.87,27562.87,11103999.17000001,40.28342331283146,A
20750,RED/WHITE DOT MINI CASES,1134,132,12.53876708784702,1.5345060893098783,8.590909090909092,55.0,66.0,8,12.276048714479026,Reorder Now,27562.87,27562.87,27562.87,11131562.040000008,40.38341672447781,A
20750,RED RETROSPOT MINI CASES,2151,261,9.963354606419598,2.9106901217861973,8.241379310344827,43.0,63.0,1,2.9106901217861973,Reorder Now,27562.87,27562.87,27562.87,11159124.910000008,40.48341013612416,A
84991,60 TEATIME FAIRY CAKE CASES,54716,559,136.86332695196674,74.04059539918809,97.88193202146692,597.0,1115.0,2,148.08119079837618,Reorder Now,27404.219999999998,27404.219999999998,27404.219999999998,11186529.130000008,40.582827992512385,A
71459,HANGING JAM JAR T-LIGHT HOLDERS,2813,58,80.92475387342046,3.806495263870095,48.5,353.0,380.0,17,64.71041948579162,Reorder Now,27192.51,27192.51,27192.51,11213721.640000008,40.68147780097309,A
71459,HANGING JAM JAR T-LIGHT HOLDER,30764,385,115.68438377945792,41.62922868741543,79.9064935064935,505.0,796.0,1,41.62922868741543,Reorder Now,27192.51,27192.51,27192.51,11240914.150000008,40.780127609433805,A
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,9828,183,116.75135751319796,13.299052774018945,53.704918032786885,510.0,603.0,4,53.19621109607578,Reorder Now,27061.58,27061.58,27061.58,11267975.730000008,40.878302426088986,A
21481,FAWN BLUE HOT WATER BOTTLE,8557,354,52.05800014171829,11.57916102841678,24.172316384180792,227.0,308.0,14,162.1082543978349,Reorder Now,26988.98,26988.98,26988.98,11294964.710000008,40.97621386227307,A
22149,FELTCRAFT 6 FLOWER FRIENDS,12922,488,55.76729656054155,17.485791610284167,26.479508196721312,243.0,365.0,18,314.744248985115,Reorder Now,26855.260000000002,26855.260000000002,26855.260000000002,11321819.970000008,41.07364018500542,A
22507,MEMO BOARD RETROSPOT  DESIGN,5694,410,48.75107268644653,7.705006765899864,13.88780487804878,213.0,267.0,14,107.8700947225981,Reorder Now,26626.56,26626.56,26626.56,11348446.530000009,41.17023682297549,A
48111,DOOR MAT 3 SMILEY CATS,1833,132,32.832595916479875,2.480378890392422,13.886363636363637,143.0,160.0,15,37.20568335588633,Reorder Now,26544.41,26544.41,26544.41,11374990.940000009,41.266535434696245,A
48111,DOORMAT 3 SMILEY CATS,2476,247,42.63962498552905,3.350473612990528,10.024291497975709,186.0,209.0,5,16.75236806495264,Reorder Now,26544.41,26544.41,26544.41,11401535.350000009,41.36283404641699,A
22551,PLASTERS IN TIN SPACEBOY,15779,446,49.45984551976602,21.351826792963465,35.37892376681614,216.0,365.0,5,106.75913396481732,Reorder Now,26485.1,26485.1,26485.1,11428020.450000009,41.45891749152974,A
82600,N0 SINGING METAL SIGN,1225,13,179.86066544511328,1.6576454668470906,94.23076923076924,785.0,797.0,8,13.261163734776725,Reorder Now,26212.86,26212.86,26212.86,11454233.310000008,41.55401329615415,A
82600,NO SINGING METAL SIGN,11683,468,38.96741026965238,15.809201623815968,24.963675213675213,170.0,281.0,12,189.7104194857916,Reorder Now,26212.86,26212.86,26212.86,11480446.170000007,41.64910910077857,A
20711,JUMBO BAG TOYS ,12838,456,59.946702599030594,17.37212449255751,28.153508771929825,262.0,384.0,3,52.11637347767253,Reorder Now,26186.9,26186.9,26186.9,11506633.070000008,41.744110726931495,A
21080,SET/20 RED SPOTTY PAPER NAPKINS ,15698,246,94.37457713648168,21.24221921515561,63.8130081300813,412.0,561.0,9,191.1799729364005,Reorder Now,26031.969999999998,26031.969999999998,26031.969999999998,11532665.040000008,41.838550293354565,A
